household_id,country,urban_rural,income_decile,age_head_band,household_size,dwelling_type,dwelling_age_band,building_efficiency_class,heating_fuel,annual_income_eur,annual_energy_spend_eur,is_energy_burdened
338,PT,suburban,9,35-65,5,apartment,<20yr,E,electric,40456.53,1124.07,0
339,IT,rural,2,35-65,4,apartment,<20yr,D,electric,10207.61,1843.99,1
340,LV,urban,2,>65,2,house,20-50yr,B,oil,11459.61,1449.01,1
341,IT,urban,5,35-65,1,apartment,20-50yr,F,oil,18228.88,828.88,0
342,LV,urban,6,35-65,4,apartment,>50yr,F,oil,20990.36,1313.73,0
343,PT,rural,10,>65,2,house,20-50yr,E,oil,54559.64,885.27,0
344,ES,suburban,4,<35,1,apartment,20-50yr,G,electric,16087.33,973.76,0
345,PT,urban,9,<35,2,house,20-50yr,D,gas,42068.79,651.43,0
346,PT,urban,9,35-65,3,apartment,20-50yr,G,wood,49161.21,854.79,0
347,LV,suburban,10,35-65,1,other,>50yr,E,gas,43151.78,937.46,0
348,IT,suburban,2,35-65,1,apartment,20-50yr,F,gas,10813.87,1951.62,1
349,ES,suburban,3,<35,6,apartment,>50yr,G,gas,12812.38,2189.69,1
350,IT,urban,3,35-65,1,apartment,20-50yr,F,electric,14049.78,2043.83,1
351,ES,rural,8,35-65,5,apartment,20-50yr,C,electric,32965.7,739.73,0
352,IT,suburban,7,>65,2,house,20-50yr,G,oil,25132.7,1164.58,0
353,ES,suburban,5,<35,4,apartment,20-50yr,E,electric,22275.36,1063.84,0
354,ES,suburban,1,<35,1,apartment,20-50yr,A,gas,12123.64,533.48,0
355,ES,rural,6,>65,4,house,20-50yr,E,gas,24625.64,1284.64,0
356,ES,rural,8,35-65,1,apartment,20-50yr,D,wood,32284.86,392.77,0
357,PT,suburban,5,<35,1,house,<20yr,E,wood,18824.23,641.12,0
358,PT,urban,3,<35,2,house,>50yr,D,wood,16107.16,1096.0,0
359,ES,urban,6,35-65,2,apartment,>50yr,B,gas,21918.52,451.68,0
360,ES,rural,7,35-65,2,house,20-50yr,C,district,36457.3,543.85,0
361,LV,suburban,6,35-65,2,house,>50yr,F,wood,19557.44,1052.99,0
362,IT,urban,9,>65,3,house,>50yr,C,electric,44258.58,673.57,0
363,IT,urban,4,<35,3,apartment,>50yr,E,oil,19330.88,734.74,0
364,IT,rural,7,<35,3,apartment,<20yr,E,gas,33634.92,783.45,0
365,PT,rural,9,35-65,4,other,20-50yr,C,oil,47705.25,656.4,0
366,ES,rural,3,>65,1,house,20-50yr,C,wood,14569.95,825.53,0
367,PT,urban,3,35-65,1,apartment,>50yr,D,electric,16644.76,1530.09,0
368,PT,suburban,1,35-65,4,apartment,20-50yr,G,gas,6895.0,3537.53,1
369,IT,rural,4,<35,2,house,20-50yr,G,electric,15888.26,1151.21,0
370,LV,urban,1,<35,3,house,>50yr,D,oil,7530.68,2092.6,1
371,PT,urban,8,>65,7,other,>50yr,A,oil,44972.28,757.76,0
372,IT,rural,1,<35,3,other,20-50yr,E,electric,8579.46,1879.54,1
373,ES,urban,7,<35,3,apartment,>50yr,D,district,33231.13,541.3,0
374,IT,suburban,6,35-65,4,house,>50yr,D,gas,24337.33,887.77,0
375,IT,suburban,10,35-65,2,apartment,20-50yr,D,gas,62168.87,551.81,0
376,IT,suburban,4,35-65,2,apartment,>50yr,E,gas,13865.43,970.28,0
377,LV,urban,4,35-65,5,apartment,<20yr,D,wood,16458.87,1134.22,0
378,ES,suburban,3,<35,1,other,<20yr,G,wood,13550.86,1061.68,0
379,ES,urban,6,35-65,4,apartment,>50yr,D,wood,23283.1,884.24,0
380,PT,rural,3,35-65,3,apartment,20-50yr,D,wood,13341.34,1455.65,1
381,ES,urban,2,<35,3,apartment,20-50yr,G,electric,11940.35,2485.73,1
382,LV,suburban,10,35-65,5,apartment,>50yr,D,gas,57002.05,1106.25,0
383,PT,suburban,7,35-65,4,apartment,20-50yr,B,electric,35882.48,585.03,0
384,ES,urban,2,>65,3,apartment,20-50yr,C,electric,8044.22,1707.22,1
385,ES,urban,7,>65,2,apartment,<20yr,F,electric,37503.52,1134.39,0
386,LV,suburban,4,>65,7,apartment,20-50yr,E,gas,15874.96,2594.45,1
387,PT,urban,2,35-65,1,house,<20yr,E,gas,13400.5,1716.32,1
388,LV,urban,5,<35,3,house,<20yr,B,electric,19725.09,692.67,0
389,IT,suburban,8,>65,2,house,>50yr,C,gas,38051.76,656.47,0
390,LV,rural,1,35-65,3,apartment,20-50yr,D,district,6806.78,2698.01,1
391,ES,suburban,4,35-65,2,apartment,20-50yr,D,gas,14581.9,804.15,0
392,IT,urban,10,>65,1,apartment,<20yr,D,district,60009.49,520.2,0
393,ES,rural,4,35-65,1,other,20-50yr,E,gas,11735.2,787.2,0
394,PT,suburban,1,<35,4,apartment,20-50yr,F,wood,6666.97,2602.29,1
395,IT,urban,5,35-65,1,apartment,20-50yr,E,electric,23559.41,803.72,0
396,ES,urban,7,35-65,3,other,20-50yr,E,gas,28192.09,723.38,0
397,PT,urban,10,35-65,2,other,20-50yr,E,gas,48182.85,767.65,0
398,IT,urban,7,35-65,1,apartment,<20yr,C,gas,37698.38,476.97,0
399,ES,suburban,1,35-65,3,house,<20yr,E,wood,10597.29,1613.5,1
400,ES,urban,9,35-65,3,apartment,20-50yr,C,gas,43002.69,457.48,0
401,IT,suburban,8,<35,6,apartment,<20yr,F,gas,43579.18,982.64,0
402,LV,urban,7,35-65,3,apartment,20-50yr,D,oil,37665.81,789.81,0
403,PT,urban,9,35-65,3,other,<20yr,E,electric,42894.9,1150.12,0
404,IT,urban,8,>65,3,apartment,>50yr,G,electric,33337.63,1520.0,0
405,LV,suburban,3,<35,2,house,20-50yr,D,gas,14187.55,1634.91,1
406,LV,suburban,5,>65,2,apartment,20-50yr,B,electric,16883.68,876.2,0
407,IT,urban,6,35-65,3,house,20-50yr,G,gas,27223.15,1071.04,0
408,PT,urban,5,35-65,2,house,20-50yr,D,electric,19987.47,898.18,0
409,IT,urban,7,35-65,4,house,20-50yr,D,gas,30255.25,800.25,0
410,LV,rural,8,<35,2,other,20-50yr,C,district,36227.56,575.08,0
411,PT,urban,2,35-65,2,house,20-50yr,D,electric,9686.83,1816.82,1
412,PT,suburban,6,35-65,3,house,20-50yr,E,electric,24866.04,1132.2,0
413,IT,urban,1,35-65,4,apartment,<20yr,F,wood,6524.29,2191.25,1
414,LV,urban,6,>65,1,other,>50yr,F,district,23255.03,1396.76,0
415,IT,suburban,5,<35,1,apartment,>50yr,E,wood,17770.23,551.56,0
416,IT,suburban,3,>65,3,apartment,<20yr,F,electric,12274.96,2665.65,1
417,IT,urban,10,35-65,4,apartment,>50yr,F,wood,39200.73,692.98,0
418,PT,rural,3,>65,2,apartment,<20yr,B,gas,13126.97,1293.66,0
419,IT,urban,1,35-65,1,house,<20yr,E,wood,8604.39,1321.57,1
420,LV,urban,4,35-65,2,apartment,<20yr,A,oil,17972.99,402.9,0
421,PT,urban,8,35-65,3,apartment,>50yr,D,electric,42355.75,1034.54,0
422,IT,suburban,1,>65,5,other,20-50yr,F,wood,6934.69,3294.61,1
423,IT,suburban,5,<35,3,other,>50yr,F,oil,19544.97,959.85,0
424,IT,urban,5,<35,2,apartment,20-50yr,G,oil,24097.15,878.86,0
425,ES,rural,9,>65,2,other,20-50yr,D,district,42445.1,653.93,0
426,PT,suburban,1,<35,4,apartment,20-50yr,B,oil,8225.11,1161.2,1
427,IT,rural,1,35-65,2,apartment,<20yr,B,gas,10985.42,1052.9,0
428,PT,rural,6,<35,6,other,>50yr,C,gas,24064.67,809.91,0
429,IT,rural,2,<35,3,house,20-50yr,D,electric,10229.48,1178.53,1
430,PT,suburban,8,35-65,1,house,20-50yr,E,gas,31018.16,793.65,0
431,LV,urban,3,35-65,3,apartment,<20yr,E,oil,13405.64,2034.39,1
432,PT,urban,6,35-65,3,apartment,>50yr,C,wood,29140.86,474.55,0
433,PT,suburban,1,35-65,1,apartment,20-50yr,C,gas,8718.77,1435.89,1
434,PT,urban,7,35-65,1,other,20-50yr,C,district,37191.62,571.8,0
435,IT,suburban,6,>65,1,apartment,20-50yr,F,oil,26390.45,1010.52,0
436,IT,urban,1,35-65,3,apartment,20-50yr,D,district,5716.27,1671.23,1
437,IT,rural,3,35-65,5,apartment,20-50yr,C,gas,15385.41,1434.8,0
438,ES,urban,1,35-65,3,house,<20yr,D,electric,8126.09,1952.73,1
439,PT,rural,1,35-65,1,apartment,20-50yr,C,electric,8002.05,1491.68,1
440,ES,urban,7,35-65,2,house,<20yr,D,wood,36014.87,549.76,0
441,LV,urban,5,35-65,4,apartment,<20yr,F,district,20153.3,1657.95,0
442,IT,rural,9,35-65,1,apartment,<20yr,D,wood,46906.23,342.56,0
443,PT,rural,3,35-65,1,apartment,20-50yr,C,gas,11912.0,1086.61,0
444,IT,suburban,8,>65,5,apartment,20-50yr,C,electric,28667.93,902.68,0
445,IT,rural,7,35-65,3,house,20-50yr,A,oil,27422.85,268.92,0
446,PT,urban,7,35-65,2,house,20-50yr,G,gas,28621.13,1422.3,0
447,LV,rural,9,35-65,1,apartment,20-50yr,E,district,46684.16,736.14,0
448,ES,urban,8,35-65,1,apartment,20-50yr,D,oil,30535.84,451.1,0
449,IT,suburban,8,35-65,1,apartment,20-50yr,E,wood,45130.71,454.23,0
450,ES,urban,8,>65,3,house,>50yr,C,district,31145.8,671.18,0
451,IT,urban,5,35-65,1,other,>50yr,D,gas,20724.22,682.77,0
452,LV,suburban,8,<35,3,house,>50yr,D,electric,36062.86,893.72,0
453,PT,suburban,9,<35,1,apartment,>50yr,F,oil,44974.15,852.19,0
454,IT,urban,8,35-65,2,apartment,>50yr,F,wood,38518.44,642.68,0
455,IT,rural,7,>65,4,other,20-50yr,C,oil,42119.46,683.54,0
456,IT,suburban,1,35-65,1,apartment,20-50yr,F,gas,7308.56,1733.21,1
457,LV,urban,5,35-65,1,house,>50yr,B,electric,22008.6,604.85,0
458,ES,suburban,1,35-65,1,other,<20yr,C,gas,7900.37,1338.52,1
459,PT,urban,2,>65,5,house,20-50yr,B,electric,12747.47,2306.23,1
460,ES,urban,4,>65,1,house,>50yr,C,district,18718.87,685.07,0
461,ES,suburban,5,<35,3,apartment,20-50yr,C,gas,21703.79,580.62,0
462,IT,urban,6,35-65,5,other,<20yr,G,gas,19981.43,1642.0,0
463,LV,urban,10,35-65,3,apartment,20-50yr,D,electric,51385.92,849.18,0
464,IT,suburban,8,35-65,3,other,<20yr,D,wood,31094.54,583.62,0
465,ES,urban,5,35-65,5,apartment,20-50yr,B,gas,19637.59,601.5,0
466,PT,rural,4,35-65,3,house,20-50yr,B,gas,15460.94,661.79,0
467,ES,suburban,8,35-65,2,other,20-50yr,C,electric,33307.8,469.87,0
468,LV,urban,3,<35,4,house,20-50yr,B,electric,13162.98,1241.3,0
469,IT,suburban,9,<35,1,apartment,<20yr,D,gas,40535.12,463.63,0
470,ES,urban,8,35-65,1,apartment,20-50yr,C,wood,34445.63,283.06,0
471,ES,suburban,7,<35,1,house,<20yr,C,wood,26101.43,342.47,0
472,ES,urban,3,35-65,4,house,20-50yr,E,electric,14077.98,1580.57,1
473,IT,rural,7,>65,6,apartment,20-50yr,G,gas,26204.07,1553.53,0
474,IT,urban,9,>65,1,house,<20yr,A,electric,39305.79,264.79,0
475,IT,suburban,1,<35,2,other,>50yr,F,gas,7940.0,2235.8,1
476,IT,urban,2,<35,4,house,20-50yr,E,electric,7468.23,1875.26,1
477,ES,urban,6,35-65,5,house,20-50yr,E,wood,36328.74,929.12,0
478,ES,suburban,4,35-65,6,other,20-50yr,E,gas,18933.17,1217.8,0
479,ES,suburban,8,<35,1,house,<20yr,E,gas,37769.2,547.41,0
480,ES,rural,5,>65,3,apartment,<20yr,G,gas,19418.89,1615.61,0
481,ES,urban,10,<35,3,other,>50yr,C,gas,55780.76,478.99,0
482,IT,urban,3,<35,3,apartment,20-50yr,D,gas,11676.46,1022.28,0
483,ES,urban,4,35-65,3,other,>50yr,E,electric,18835.34,1056.6,0
484,IT,urban,1,35-65,3,house,20-50yr,G,wood,6214.43,2540.29,1
485,IT,rural,3,35-65,4,house,>50yr,D,gas,11573.57,1390.84,1
486,ES,rural,3,35-65,1,apartment,>50yr,G,gas,12585.78,1770.97,1
487,ES,rural,8,>65,4,apartment,<20yr,E,district,45150.64,1060.92,0
488,IT,urban,4,<35,2,apartment,<20yr,E,electric,14833.98,767.5,0
489,ES,urban,3,35-65,2,house,20-50yr,F,wood,14718.56,1123.09,0
490,ES,suburban,4,<35,4,house,20-50yr,F,electric,12842.77,1370.86,1
491,PT,urban,6,35-65,6,apartment,20-50yr,E,gas,25093.21,1534.03,0
492,ES,suburban,8,35-65,1,apartment,20-50yr,F,gas,46702.39,674.24,0
493,PT,urban,10,35-65,4,house,>50yr,A,wood,59285.88,287.64,0
494,IT,urban,1,<35,2,apartment,<20yr,G,wood,5861.93,2133.24,1
495,PT,rural,9,>65,3,apartment,>50yr,F,electric,43281.55,1756.75,0
496,ES,urban,4,35-65,2,apartment,20-50yr,E,electric,16323.38,1250.71,0
497,ES,rural,9,>65,2,house,<20yr,B,electric,51684.43,421.12,0
498,ES,urban,1,35-65,4,house,>50yr,C,gas,7880.69,1697.11,1
499,ES,urban,7,>65,2,house,20-50yr,C,gas,24171.6,677.7,0
500,ES,urban,10,35-65,7,apartment,>50yr,C,district,53886.65,596.28,0
501,PT,urban,1,35-65,3,apartment,>50yr,E,gas,7206.72,2759.27,1
502,LV,suburban,8,35-65,2,house,<20yr,G,gas,26036.17,1041.11,0
503,LV,urban,2,35-65,5,other,20-50yr,E,oil,10716.22,3740.42,1
504,ES,suburban,10,35-65,3,apartment,<20yr,D,electric,55036.79,560.07,0
505,ES,rural,8,35-65,1,house,<20yr,G,district,38119.21,862.49,0
506,PT,urban,10,35-65,3,house,>50yr,G,gas,64068.92,1210.93,0
507,IT,urban,9,35-65,1,other,>50yr,E,wood,41226.78,465.14,0
508,PT,urban,4,35-65,3,apartment,20-50yr,D,gas,13971.37,1058.03,0
509,ES,suburban,5,35-65,3,apartment,20-50yr,E,gas,18523.11,994.29,0
510,IT,suburban,7,35-65,4,apartment,>50yr,D,electric,29916.34,888.21,0
511,IT,urban,2,35-65,2,house,20-50yr,C,wood,13199.49,974.97,0
512,PT,suburban,4,35-65,7,house,<20yr,E,electric,17510.38,1970.87,1
513,IT,suburban,1,>65,1,apartment,>50yr,E,gas,7842.92,1895.55,1
514,IT,urban,9,35-65,1,apartment,>50yr,D,electric,41501.9,472.26,0
515,IT,urban,3,<35,1,apartment,<20yr,G,gas,13982.81,1564.42,1
516,IT,rural,5,<35,2,house,20-50yr,G,wood,27968.79,733.33,0
517,IT,urban,5,35-65,2,other,<20yr,E,district,20735.9,675.1,0
518,PT,urban,4,35-65,3,apartment,20-50yr,B,oil,16821.59,571.59,0
519,IT,urban,8,35-65,2,house,20-50yr,A,electric,36207.22,254.21,0
520,PT,suburban,10,<35,2,apartment,20-50yr,E,electric,49693.87,671.46,0
521,LV,urban,6,>65,3,house,>50yr,F,electric,19780.21,2098.44,1
522,ES,urban,9,35-65,4,house,20-50yr,E,gas,33122.07,959.45,0
523,IT,urban,2,35-65,1,apartment,>50yr,A,gas,9863.86,486.67,0
524,ES,suburban,10,<35,4,house,20-50yr,B,oil,65661.81,267.29,0
525,IT,urban,2,<35,3,house,20-50yr,C,wood,13104.54,913.11,0
526,ES,rural,1,<35,1,other,20-50yr,E,gas,6766.91,1715.12,1
527,LV,urban,1,35-65,4,house,20-50yr,D,wood,7812.44,2642.33,1
528,LV,urban,3,35-65,1,apartment,>50yr,B,wood,14278.96,750.91,0
529,PT,rural,9,<35,5,house,20-50yr,E,district,38569.46,1126.58,0
530,IT,rural,4,35-65,2,house,20-50yr,G,district,21295.67,1129.93,0
531,PT,urban,8,<35,4,apartment,>50yr,D,gas,40359.36,1089.36,0
532,PT,rural,5,35-65,1,other,>50yr,B,electric,22168.03,620.13,0
533,ES,suburban,2,<35,2,apartment,<20yr,E,wood,11113.63,1344.94,1
534,ES,urban,5,<35,2,other,<20yr,G,wood,16611.06,747.34,0
535,IT,rural,3,<35,1,apartment,20-50yr,B,gas,17160.37,480.94,0
536,IT,suburban,3,35-65,3,apartment,<20yr,C,electric,15273.73,1153.73,0
537,ES,urban,6,>65,2,apartment,>50yr,E,wood,26582.81,815.21,0
538,IT,suburban,8,35-65,2,house,20-50yr,D,gas,32227.7,552.68,0
539,IT,urban,6,<35,2,house,<20yr,G,gas,22673.43,880.76,0
540,PT,urban,3,>65,1,apartment,20-50yr,F,gas,15078.06,2371.76,1
541,LV,rural,8,>65,1,apartment,20-50yr,B,gas,42472.42,547.04,0
542,ES,suburban,7,35-65,6,other,20-50yr,G,electric,38858.38,1775.75,0
543,PT,suburban,3,<35,5,house,20-50yr,E,gas,12537.86,1961.91,1
544,LV,suburban,9,35-65,1,apartment,>50yr,D,wood,41987.36,580.69,0
545,IT,suburban,9,>65,2,house,>50yr,C,gas,31407.61,484.23,0
546,ES,urban,7,35-65,1,apartment,>50yr,E,wood,20739.27,563.76,0
547,ES,rural,3,35-65,2,apartment,<20yr,G,gas,15145.68,2009.98,1
548,IT,suburban,4,35-65,5,apartment,20-50yr,A,wood,15397.5,282.53,0
549,PT,suburban,5,>65,4,house,>50yr,D,gas,15619.78,1420.73,0
550,ES,suburban,2,<35,2,apartment,20-50yr,G,oil,9239.16,1870.58,1
551,ES,urban,4,<35,2,other,20-50yr,D,gas,18423.46,624.62,0
552,IT,urban,2,>65,2,apartment,>50yr,A,electric,11652.04,728.19,0
553,IT,urban,2,<35,1,other,>50yr,B,gas,8604.69,656.67,0
554,LV,urban,8,35-65,1,apartment,>50yr,E,gas,43335.92,935.77,0
555,IT,suburban,2,35-65,4,apartment,20-50yr,F,oil,9909.96,2477.84,1
556,IT,rural,5,<35,1,apartment,20-50yr,B,gas,21884.07,283.05,0
557,IT,urban,5,<35,5,apartment,20-50yr,C,district,21118.86,554.62,0
558,ES,urban,1,35-65,4,apartment,20-50yr,E,electric,7986.14,2568.45,1
559,ES,suburban,9,35-65,1,house,<20yr,E,gas,37362.2,619.33,0
560,ES,urban,10,35-65,1,house,>50yr,C,district,54799.75,354.14,0
561,IT,rural,7,35-65,1,house,20-50yr,D,gas,31236.98,489.4,0
562,IT,urban,7,>65,4,apartment,20-50yr,E,wood,29116.35,964.34,0
563,PT,urban,3,35-65,1,house,>50yr,A,gas,14213.55,686.47,0
564,ES,urban,9,>65,1,apartment,>50yr,C,electric,50727.73,574.01,0
565,ES,rural,8,35-65,3,house,<20yr,G,wood,33543.08,802.74,0
566,PT,urban,5,<35,6,house,20-50yr,G,gas,23162.3,1761.77,0
567,PT,suburban,8,35-65,3,apartment,20-50yr,D,oil,34881.52,794.62,0
568,IT,urban,10,>65,4,apartment,20-50yr,G,gas,68102.54,1166.88,0
569,ES,urban,7,<35,3,other,<20yr,E,oil,24295.73,757.0,0
570,ES,rural,2,35-65,1,apartment,20-50yr,G,gas,13376.05,1732.81,1
571,IT,urban,4,35-65,1,house,>50yr,G,gas,16158.63,1065.44,0
572,PT,urban,2,<35,3,other,>50yr,E,gas,15099.52,2381.35,1
573,ES,suburban,4,35-65,2,apartment,20-50yr,D,electric,18680.73,956.85,0
574,PT,rural,9,<35,2,apartment,20-50yr,B,district,48849.17,370.71,0
575,LV,urban,2,<35,4,apartment,<20yr,E,district,10737.66,2182.21,1
576,ES,urban,9,>65,1,house,>50yr,D,oil,47622.62,704.78,0
577,LV,rural,3,35-65,2,apartment,>50yr,E,wood,15504.09,1742.34,1
578,ES,suburban,5,35-65,5,apartment,>50yr,B,wood,20556.15,539.42,0
579,LV,rural,6,35-65,4,apartment,20-50yr,F,electric,28036.87,2063.97,0
580,IT,suburban,2,>65,7,other,20-50yr,G,gas,6644.33,4446.83,1
581,ES,suburban,2,35-65,1,house,20-50yr,C,oil,9986.9,963.82,0
582,ES,urban,4,35-65,2,house,20-50yr,E,gas,17556.27,1169.67,0
583,IT,urban,1,35-65,3,other,20-50yr,F,wood,8625.52,1670.42,1
584,ES,suburban,8,35-65,1,house,<20yr,E,electric,41650.82,709.88,0
585,LV,suburban,6,35-65,3,other,<20yr,G,gas,24070.12,1520.21,0
586,ES,rural,9,35-65,4,apartment,20-50yr,E,wood,40553.94,685.13,0
587,IT,suburban,9,35-65,2,apartment,>50yr,C,gas,49005.31,453.28,0
588,IT,urban,4,<35,2,house,>50yr,D,district,20799.58,522.96,0
589,IT,suburban,9,>65,2,apartment,>50yr,D,district,48046.99,581.15,0
590,IT,suburban,1,>65,3,apartment,20-50yr,C,electric,7818.44,1717.7,1
591,LV,urban,5,35-65,3,house,>50yr,F,oil,30778.23,1606.12,0
592,ES,suburban,7,35-65,2,house,20-50yr,E,gas,30359.22,749.13,0
593,IT,suburban,5,35-65,2,apartment,<20yr,D,electric,21692.95,794.67,0
594,ES,urban,8,35-65,2,apartment,20-50yr,D,wood,45991.65,467.35,0
595,IT,suburban,9,35-65,5,apartment,<20yr,D,gas,54076.96,747.24,0
596,IT,suburban,5,35-65,2,apartment,>50yr,D,gas,23351.22,745.71,0
597,PT,rural,3,<35,3,apartment,>50yr,E,gas,12228.96,1848.95,1
598,ES,urban,6,<35,4,apartment,20-50yr,D,oil,25426.07,698.06,0
599,LV,suburban,9,35-65,3,house,20-50yr,F,oil,46470.42,1199.49,0
600,ES,suburban,10,35-65,4,apartment,20-50yr,G,gas,73710.32,1104.84,0
601,ES,suburban,9,<35,3,apartment,<20yr,E,gas,66931.06,615.82,0
602,PT,urban,3,<35,4,house,20-50yr,F,wood,12796.93,1774.52,1
603,LV,rural,3,35-65,6,apartment,>50yr,G,gas,15910.14,4186.12,1
604,PT,rural,6,35-65,4,apartment,>50yr,C,gas,22123.22,997.49,0
605,LV,suburban,5,35-65,4,apartment,<20yr,C,gas,20610.33,955.44,0
606,PT,suburban,7,35-65,1,house,20-50yr,B,wood,26339.57,322.65,0
607,LV,urban,10,>65,3,apartment,<20yr,D,gas,70648.6,1093.88,0
608,IT,suburban,6,35-65,2,apartment,<20yr,D,gas,25907.97,740.28,0
609,PT,urban,4,>65,6,house,<20yr,E,electric,18287.49,2512.5,1
610,ES,suburban,9,<35,3,house,<20yr,D,gas,43318.9,546.25,0
611,ES,urban,5,35-65,6,house,20-50yr,C,district,22219.43,859.4,0
612,PT,suburban,7,<35,1,other,20-50yr,D,wood,31905.16,416.7,0
613,LV,urban,2,<35,1,house,20-50yr,A,electric,9925.58,764.22,0
614,LV,suburban,6,<35,1,apartment,20-50yr,E,electric,19408.36,951.17,0
615,IT,suburban,5,<35,3,apartment,<20yr,C,gas,17208.6,557.29,0
616,PT,urban,2,>65,3,apartment,>50yr,B,electric,8639.03,1872.44,1
617,PT,urban,3,35-65,5,apartment,>50yr,B,gas,14415.36,1268.5,0
618,IT,rural,8,>65,5,apartment,<20yr,F,electric,31850.31,1507.42,0
619,IT,suburban,2,35-65,3,apartment,20-50yr,C,gas,12742.09,1183.93,0
620,IT,urban,2,35-65,2,house,<20yr,E,oil,11404.35,1870.02,1
621,PT,urban,1,<35,5,house,>50yr,F,gas,6074.67,3511.84,1
622,ES,urban,1,35-65,2,apartment,20-50yr,D,electric,7522.28,1904.06,1
623,LV,suburban,5,35-65,2,apartment,<20yr,B,gas,15273.13,724.85,0
624,ES,suburban,5,>65,4,apartment,>50yr,E,gas,17688.1,1274.53,0
625,LV,urban,7,>65,5,apartment,>50yr,B,electric,27872.96,997.2,0
626,ES,suburban,6,<35,1,apartment,20-50yr,F,electric,21694.77,885.01,0
627,PT,suburban,6,35-65,3,apartment,20-50yr,F,district,33168.92,1462.5,0
628,IT,suburban,10,35-65,6,apartment,20-50yr,D,gas,61537.86,740.39,0
629,ES,urban,3,35-65,3,other,20-50yr,C,gas,13328.22,1137.54,0
630,PT,urban,8,<35,5,apartment,20-50yr,F,electric,44591.87,1157.84,0
631,LV,urban,1,35-65,2,house,>50yr,E,gas,6912.09,3281.77,1
632,PT,urban,9,35-65,1,apartment,>50yr,B,wood,40909.93,279.11,0
633,IT,urban,4,35-65,4,apartment,20-50yr,F,gas,19891.38,1181.89,0
634,ES,urban,4,35-65,1,apartment,20-50yr,D,wood,14803.4,557.61,0
635,IT,urban,2,<35,2,other,20-50yr,G,oil,12190.42,1677.09,1
636,IT,suburban,6,>65,2,apartment,20-50yr,F,gas,26122.4,945.75,0
637,PT,urban,4,<35,4,apartment,>50yr,C,electric,19113.83,785.33,0
638,PT,suburban,10,<35,4,other,<20yr,C,electric,72020.0,628.19,0
639,PT,urban,2,35-65,1,apartment,<20yr,D,electric,11777.91,2097.21,1
640,LV,suburban,5,>65,3,apartment,<20yr,F,gas,21400.8,2327.16,1
641,PT,urban,10,35-65,2,house,>50yr,B,electric,43935.82,466.55,0
642,PT,suburban,9,<35,4,apartment,20-50yr,D,oil,44377.96,730.85,0
643,IT,suburban,8,<35,4,other,20-50yr,E,electric,33499.39,866.17,0
644,IT,urban,6,35-65,1,apartment,20-50yr,A,electric,24542.51,292.98,0
645,ES,suburban,9,35-65,6,house,>50yr,B,wood,40052.26,404.85,0
646,LV,urban,3,<35,2,apartment,<20yr,F,electric,15071.18,2325.17,1
647,IT,suburban,9,>65,2,house,20-50yr,E,electric,37062.56,920.69,0
648,ES,urban,6,<35,4,house,>50yr,E,gas,25807.97,955.1,0
649,PT,urban,4,35-65,3,house,20-50yr,C,gas,14968.75,753.5,0
650,IT,urban,3,<35,2,house,20-50yr,E,gas,10689.34,1191.68,1
651,ES,rural,6,35-65,1,house,20-50yr,E,electric,23750.79,845.81,0
652,LV,urban,1,35-65,2,apartment,>50yr,D,wood,8576.5,1592.6,1
653,PT,suburban,8,35-65,1,apartment,20-50yr,G,gas,32039.5,1212.14,0
654,IT,urban,3,35-65,2,apartment,>50yr,A,oil,14289.8,493.59,0
655,LV,urban,4,>65,2,apartment,>50yr,D,gas,16572.65,1125.15,0
656,IT,urban,2,>65,2,apartment,>50yr,G,gas,9417.62,2658.03,1
657,LV,rural,5,35-65,4,house,<20yr,C,gas,22830.95,977.86,0
658,IT,suburban,4,35-65,2,house,20-50yr,G,electric,15871.13,1173.92,0
659,ES,urban,2,>65,4,other,20-50yr,D,gas,11635.82,2072.09,1
660,ES,suburban,9,<35,2,apartment,20-50yr,C,gas,34541.87,372.47,0
661,IT,urban,8,<35,1,house,20-50yr,B,electric,36746.41,309.11,0
662,LV,urban,4,<35,1,house,20-50yr,D,electric,19216.7,1029.56,0
663,IT,suburban,1,>65,1,other,20-50yr,G,electric,8433.46,3314.25,1
664,IT,urban,9,<35,4,house,20-50yr,G,gas,49160.05,829.45,0
665,IT,urban,7,35-65,2,apartment,20-50yr,E,gas,33050.0,804.79,0
666,PT,suburban,6,35-65,1,apartment,20-50yr,B,gas,26147.62,495.61,0
667,PT,urban,7,<35,4,other,20-50yr,D,gas,34059.16,640.13,0
668,LV,rural,1,35-65,1,house,20-50yr,D,electric,7563.83,2662.75,1
669,IT,suburban,5,35-65,2,house,<20yr,C,electric,22707.93,617.64,0
670,ES,rural,2,<35,2,house,>50yr,B,district,11036.0,682.63,0
671,IT,suburban,7,>65,4,house,20-50yr,D,wood,39598.43,636.21,0
672,ES,rural,10,<35,4,house,20-50yr,D,gas,57303.26,657.61,0
673,LV,urban,6,>65,2,other,>50yr,F,gas,20615.78,1781.29,0
674,PT,suburban,7,35-65,2,other,20-50yr,D,wood,31160.53,714.23,0
675,ES,suburban,7,<35,5,apartment,20-50yr,A,gas,26010.88,259.75,0
676,ES,rural,10,<35,5,apartment,>50yr,A,electric,61350.7,282.71,0
677,LV,urban,1,35-65,2,apartment,<20yr,E,oil,8947.87,2892.27,1
